"subject" "label" "activity" "measurement" "average"
2 4 "SITTING" "FrequencyDomain.BodyAngularSpeed-mean()-Z" -0.959814822391304
2 4 "SITTING" "FrequencyDomain.BodyAngularSpeed-std()-X" -0.986808501521739
2 4 "SITTING" "FrequencyDomain.BodyAngularSpeed-std()-Y" -0.977356188695652
2 4 "SITTING" "FrequencyDomain.BodyAngularSpeed-std()-Z" -0.963522659782609
2 4 "SITTING" "FrequencyDomain.BodyBodyAccelerationJerkMagnitude-mean()" -0.983874698913043
2 4 "SITTING" "FrequencyDomain.BodyBodyAccelerationJerkMagnitude-std()" -0.984124185869565
2 4 "SITTING" "FrequencyDomain.BodyBodyAngularAccelerationMagnitude-mean()" -0.989861950869565
2 4 "SITTING" "FrequencyDomain.BodyBodyAngularAccelerationMagnitude-std()" -0.989632908913043
2 4 "SITTING" "FrequencyDomain.BodyBodyAngularSpeedMagnitude-mean()" -0.971840596086956
2 4 "SITTING" "FrequencyDomain.BodyBodyAngularSpeedMagnitude-std()" -0.961385745217391
2 4 "SITTING" "TimeDomain.BodyAcceleration-mean()-X" 0.27708735173913
2 4 "SITTING" "TimeDomain.BodyAcceleration-mean()-Y" -0.0156879937282609
2 4 "SITTING" "TimeDomain.BodyAcceleration-mean()-Z" -0.109218272456522
2 4 "SITTING" "TimeDomain.BodyAcceleration-std()-X" -0.986822279565217
2 4 "SITTING" "TimeDomain.BodyAcceleration-std()-Y" -0.950704499130435
2 4 "SITTING" "TimeDomain.BodyAcceleration-std()-Z" -0.95982817173913
2 4 "SITTING" "TimeDomain.BodyAccelerationJerk-mean()-X" 0.0722564387173913
2 4 "SITTING" "TimeDomain.BodyAccelerationJerk-mean()-Y" 0.0116954511323913
2 4 "SITTING" "TimeDomain.BodyAccelerationJerk-mean()-Z" 0.00760546929869565
2 4 "SITTING" "TimeDomain.BodyAccelerationJerk-std()-X" -0.988055854130435
2 4 "SITTING" "TimeDomain.BodyAccelerationJerk-std()-Y" -0.977983955434783
2 4 "SITTING" "TimeDomain.BodyAccelerationJerk-std()-Z" -0.98751821173913
2 4 "SITTING" "TimeDomain.BodyAccelerationJerkMagnitude-mean()" -0.986774713043478
2 4 "SITTING" "TimeDomain.BodyAccelerationJerkMagnitude-std()" -0.984475868043478
2 4 "SITTING" "TimeDomain.BodyAccelerationMagnitude-mean()" -0.967893623913043
2 4 "SITTING" "TimeDomain.BodyAccelerationMagnitude-std()" -0.953081444130435
2 4 "SITTING" "TimeDomain.BodyAngularAcceleration-mean()-X" -0.0936328412826087
2 4 "SITTING" "TimeDomain.BodyAngularAcceleration-mean()-Y" -0.0415602029130435
2 4 "SITTING" "TimeDomain.BodyAngularAcceleration-mean()-Z" -0.04358509665
2 4 "SITTING" "TimeDomain.BodyAngularAcceleration-std()-X" -0.989709023043478
2 4 "SITTING" "TimeDomain.BodyAngularAcceleration-std()-Y" -0.990889614782609
2 4 "SITTING" "TimeDomain.BodyAngularAcceleration-std()-Z" -0.985542325652174
2 4 "SITTING" "TimeDomain.BodyAngularAccelerationMagnitude-mean()" -0.991081493913043
2 4 "SITTING" "TimeDomain.BodyAngularAccelerationMagnitude-std()" -0.989594919565217
2 4 "SITTING" "TimeDomain.BodyAngularSpeed-mean()-X" -0.0454706620434783
2 4 "SITTING" "TimeDomain.BodyAngularSpeed-mean()-Y" -0.0599286797043478
2 4 "SITTING" "TimeDomain.BodyAngularSpeed-mean()-Z" 0.0412277462173913
2 4 "SITTING" "TimeDomain.BodyAngularSpeed-std()-X" -0.985742027826087
2 4 "SITTING" "TimeDomain.BodyAngularSpeed-std()-Y" -0.978919526956522
2 4 "SITTING" "TimeDomain.BodyAngularSpeed-std()-Z" -0.959803708695652
2 4 "SITTING" "TimeDomain.BodyAngularSpeedMagnitude-mean()" -0.946035087173913
2 4 "SITTING" "TimeDomain.BodyAngularSpeedMagnitude-std()" -0.961313624130435
2 4 "SITTING" "TimeDomain.GravityAcceleration-mean()-X" 0.940477273043478
2 4 "SITTING" "TimeDomain.GravityAcceleration-mean()-Y" -0.105630024498783
2 4 "SITTING" "TimeDomain.GravityAcceleration-mean()-Z" 0.19872676876087
2 4 "SITTING" "TimeDomain.GravityAcceleration-std()-X" -0.979988760869565
2 4 "SITTING" "TimeDomain.GravityAcceleration-std()-Y" -0.956750273043478
2 4 "SITTING" "TimeDomain.GravityAcceleration-std()-Z" -0.954415873043478
2 4 "SITTING" "TimeDomain.GravityAccelerationMagnitude-mean()" -0.967893623913043
2 4 "SITTING" "TimeDomain.GravityAccelerationMagnitude-std()" -0.953081444130435
2 5 "STANDING" "FrequencyDomain.BodyAcceleration-mean()-X" -0.983946739814815
2 5 "STANDING" "FrequencyDomain.BodyAcceleration-mean()-Y" -0.959871697407407
2 5 "STANDING" "FrequencyDomain.BodyAcceleration-mean()-Z" -0.962471195740741
2 5 "STANDING" "FrequencyDomain.BodyAcceleration-std()-X" -0.989056469814815
2 5 "STANDING" "FrequencyDomain.BodyAcceleration-std()-Y" -0.957908842222222
2 5 "STANDING" "FrequencyDomain.BodyAcceleration-std()-Z" -0.946433583518518
2 5 "STANDING" "FrequencyDomain.BodyAccelerationJerk-mean()-X" -0.980973241666667
2 5 "STANDING" "FrequencyDomain.BodyAccelerationJerk-mean()-Y" -0.970851337962963
2 5 "STANDING" "FrequencyDomain.BodyAccelerationJerk-mean()-Z" -0.979775152037037
2 5 "STANDING" "FrequencyDomain.BodyAccelerationJerk-std()-X" -0.983007923703704
2 5 "STANDING" "FrequencyDomain.BodyAccelerationJerk-std()-Y" -0.973520241111111
2 5 "STANDING" "FrequencyDomain.BodyAccelerationJerk-std()-Z" -0.984599905185185
2 5 "STANDING" "FrequencyDomain.BodyAccelerationMagnitude-mean()" -0.964052166481482
2 5 "STANDING" "FrequencyDomain.BodyAccelerationMagnitude-std()" -0.960519381481482
2 5 "STANDING" "FrequencyDomain.BodyAngularSpeed-mean()-X" -0.967037112037037
2 5 "STANDING" "FrequencyDomain.BodyAngularSpeed-mean()-Y" -0.972576152962963
2 5 "STANDING" "FrequencyDomain.BodyAngularSpeed-mean()-Z" -0.960627696111111
2 5 "STANDING" "FrequencyDomain.BodyAngularSpeed-std()-X" -0.97498812462963
2 5 "STANDING" "FrequencyDomain.BodyAngularSpeed-std()-Y" -0.97103605037037
2 5 "STANDING" "FrequencyDomain.BodyAngularSpeed-std()-Z" -0.969754295740741
2 5 "STANDING" "FrequencyDomain.BodyBodyAccelerationJerkMagnitude-mean()" -0.977065295555556
2 5 "STANDING" "FrequencyDomain.BodyBodyAccelerationJerkMagnitude-std()" -0.97516046
2 5 "STANDING" "FrequencyDomain.BodyBodyAngularAccelerationMagnitude-mean()" -0.977849827407407
2 5 "STANDING" "FrequencyDomain.BodyBodyAngularAccelerationMagnitude-std()" -0.977754298148148
2 5 "STANDING" "FrequencyDomain.BodyBodyAngularSpeedMagnitude-mean()" -0.961775904814815
2 5 "STANDING" "FrequencyDomain.BodyBodyAngularSpeedMagnitude-std()" -0.956788725740741
2 5 "STANDING" "TimeDomain.BodyAcceleration-mean()-X" 0.277911472222222
2 5 "STANDING" "TimeDomain.BodyAcceleration-mean()-Y" -0.0184208270166667
2 5 "STANDING" "TimeDomain.BodyAcceleration-mean()-Z" -0.105908536055556
2 5 "STANDING" "TimeDomain.BodyAcceleration-std()-X" -0.987271889259259
2 5 "STANDING" "TimeDomain.BodyAcceleration-std()-Y" -0.957304989259259
2 5 "STANDING" "TimeDomain.BodyAcceleration-std()-Z" -0.949741851296296
2 5 "STANDING" "TimeDomain.BodyAccelerationJerk-mean()-X" 0.0747588597592593
2 5 "STANDING" "TimeDomain.BodyAccelerationJerk-mean()-Y" 0.0103291774794444
2 5 "STANDING" "TimeDomain.BodyAccelerationJerk-mean()-Z" -0.00837158846722222
2 5 "STANDING" "TimeDomain.BodyAccelerationJerk-std()-X" -0.981085715555556
2 5 "STANDING" "TimeDomain.BodyAccelerationJerk-std()-Y" -0.97105943962963
2 5 "STANDING" "TimeDomain.BodyAccelerationJerk-std()-Z" -0.982841446481482
2 5 "STANDING" "TimeDomain.BodyAccelerationJerkMagnitude-mean()" -0.980489077407407
2 5 "STANDING" "TimeDomain.BodyAccelerationJerkMagnitude-std()" -0.976675280185185
2 5 "STANDING" "TimeDomain.BodyAccelerationMagnitude-mean()" -0.965875181296296
2 5 "STANDING" "TimeDomain.BodyAccelerationMagnitude-std()" -0.957874965
2 5 "STANDING" "TimeDomain.BodyAngularAcceleration-mean()-X" -0.105562157888889
2 5 "STANDING" "TimeDomain.BodyAngularAcceleration-mean()-Y" -0.042241953537037
2 5 "STANDING" "TimeDomain.BodyAngularAcceleration-mean()-Z" -0.0546539479425926
2 5 "STANDING" "TimeDomain.BodyAngularAcceleration-std()-X" -0.979324000740741
2 5 "STANDING" "TimeDomain.BodyAngularAcceleration-std()-Y" -0.983447258518519
2 5 "STANDING" "TimeDomain.BodyAngularAcceleration-std()-Z" -0.973610118333333
2 5 "STANDING" "TimeDomain.BodyAngularAccelerationMagnitude-mean()" -0.983951904259259
2 5 "STANDING" "TimeDomain.BodyAngularAccelerationMagnitude-std()" -0.977204427777778
2 5 "STANDING" "TimeDomain.BodyAngularSpeed-mean()-X" -0.0238623875712963
2 5 "STANDING" "TimeDomain.BodyAngularSpeed-mean()-Y" -0.0820396577592593
2 5 "STANDING" "TimeDomain.BodyAngularSpeed-mean()-Z" 0.0878351695481481
2 5 "STANDING" "TimeDomain.BodyAngularSpeed-std()-X" -0.972998629814815
2 5 "STANDING" "TimeDomain.BodyAngularSpeed-std()-Y" -0.971441996481481
2 5 "STANDING" "TimeDomain.BodyAngularSpeed-std()-Z" -0.964856701851852
2 5 "STANDING" "TimeDomain.BodyAngularSpeedMagnitude-mean()" -0.963466341851852
2 5 "STANDING" "TimeDomain.BodyAngularSpeedMagnitude-std()" -0.95394338037037
2 5 "STANDING" "TimeDomain.GravityAcceleration-mean()-X" 0.896928566851852
2 5 "STANDING" "TimeDomain.GravityAcceleration-mean()-Y" -0.370062696851852
2 5 "STANDING" "TimeDomain.GravityAcceleration-mean()-Z" 0.129747161222222
2 5 "STANDING" "TimeDomain.GravityAcceleration-std()-X" -0.986685818703704
2 5 "STANDING" "TimeDomain.GravityAcceleration-std()-Y" -0.97419442037037
2 5 "STANDING" "TimeDomain.GravityAcceleration-std()-Z" -0.945927078703704
2 5 "STANDING" "TimeDomain.GravityAccelerationMagnitude-mean()" -0.965875181296296
2 5 "STANDING" "TimeDomain.GravityAccelerationMagnitude-std()" -0.957874965
2 6 "LAYING" "FrequencyDomain.BodyAcceleration-mean()-X" -0.976725059791667
2 6 "LAYING" "FrequencyDomain.BodyAcceleration-mean()-Y" -0.979800877916667
2 6 "LAYING" "FrequencyDomain.BodyAcceleration-mean()-Z" -0.984380981875
2 6 "LAYING" "FrequencyDomain.BodyAcceleration-std()-X" -0.973246482083333
2 6 "LAYING" "FrequencyDomain.BodyAcceleration-std()-Y" -0.981025105625
2 6 "LAYING" "FrequencyDomain.BodyAcceleration-std()-Z" -0.984792185
2 6 "LAYING" "FrequencyDomain.BodyAccelerationJerk-mean()-X" -0.985813630833333
2 6 "LAYING" "FrequencyDomain.BodyAccelerationJerk-mean()-Y" -0.982768250416667
2 6 "LAYING" "FrequencyDomain.BodyAccelerationJerk-mean()-Z" -0.986197134583333
2 6 "LAYING" "FrequencyDomain.BodyAccelerationJerk-std()-X" -0.987250255833333
2 6 "LAYING" "FrequencyDomain.BodyAccelerationJerk-std()-Y" -0.984987392916667
2 6 "LAYING" "FrequencyDomain.BodyAccelerationJerk-std()-Z" -0.989345368541667
2 6 "LAYING" "FrequencyDomain.BodyAccelerationMagnitude-mean()" -0.975110196458333
2 6 "LAYING" "FrequencyDomain.BodyAccelerationMagnitude-std()" -0.975121387916667
2 6 "LAYING" "FrequencyDomain.BodyAngularSpeed-mean()-X" -0.9864311425
2 6 "LAYING" "FrequencyDomain.BodyAngularSpeed-mean()-Y" -0.983321635416667
2 6 "LAYING" "FrequencyDomain.BodyAngularSpeed-mean()-Z" -0.9626718875
2 6 "LAYING" "FrequencyDomain.BodyAngularSpeed-std()-X" -0.988860685833333
2 6 "LAYING" "FrequencyDomain.BodyAngularSpeed-std()-Y" -0.981910616458333
2 6 "LAYING" "FrequencyDomain.BodyAngularSpeed-std()-Z" -0.963174222291667
2 6 "LAYING" "FrequencyDomain.BodyBodyAccelerationJerkMagnitude-mean()" -0.985374114791667
2 6 "LAYING" "FrequencyDomain.BodyBodyAccelerationJerkMagnitude-std()" -0.984568489166667
2 6 "LAYING" "FrequencyDomain.BodyBodyAngularAccelerationMagnitude-mean()" -0.990248702291667
2 6 "LAYING" "FrequencyDomain.BodyBodyAngularAccelerationMagnitude-std()" -0.989492660416667
2 6 "LAYING" "FrequencyDomain.BodyBodyAngularSpeedMagnitude-mean()" -0.972112972708333
2 6 "LAYING" "FrequencyDomain.BodyBodyAngularSpeedMagnitude-std()" -0.96109837875
2 6 "LAYING" "TimeDomain.BodyAcceleration-mean()-X" 0.281373403958333
2 6 "LAYING" "TimeDomain.BodyAcceleration-mean()-Y" -0.0181587397583333
2 6 "LAYING" "TimeDomain.BodyAcceleration-mean()-Z" -0.107245610416667
2 6 "LAYING" "TimeDomain.BodyAcceleration-std()-X" -0.974059464791667
2 6 "LAYING" "TimeDomain.BodyAcceleration-std()-Y" -0.98027739875
2 6 "LAYING" "TimeDomain.BodyAcceleration-std()-Z" -0.984233296875
2 6 "LAYING" "TimeDomain.BodyAccelerationJerk-mean()-X" 0.0825972511666667
2 6 "LAYING" "TimeDomain.BodyAccelerationJerk-mean()-Y" 0.012254788451875
2 6 "LAYING" "TimeDomain.BodyAccelerationJerk-mean()-Z" -0.00180264895625
2 6 "LAYING" "TimeDomain.BodyAccelerationJerk-std()-X" -0.98587216875
2 6 "LAYING" "TimeDomain.BodyAccelerationJerk-std()-Y" -0.98317254125
2 6 "LAYING" "TimeDomain.BodyAccelerationJerk-std()-Z" -0.988442014375
2 6 "LAYING" "TimeDomain.BodyAccelerationJerkMagnitude-mean()" -0.987741696041667
2 6 "LAYING" "TimeDomain.BodyAccelerationJerkMagnitude-std()" -0.98551807625
2 6 "LAYING" "TimeDomain.BodyAccelerationMagnitude-mean()" -0.977435485208333
2 6 "LAYING" "TimeDomain.BodyAccelerationMagnitude-std()" -0.972873912916667
2 6 "LAYING" "TimeDomain.BodyAngularAcceleration-mean()-X" -0.101974134208333
2 6 "LAYING" "TimeDomain.BodyAngularAcceleration-mean()-Y" -0.0358590176083333
2 6 "LAYING" "TimeDomain.BodyAngularAcceleration-mean()-Z" -0.0701783020833333
2 6 "LAYING" "TimeDomain.BodyAngularAcceleration-std()-X" -0.993235849166667
2 6 "LAYING" "TimeDomain.BodyAngularAcceleration-std()-Y" -0.989567537916667
2 6 "LAYING" "TimeDomain.BodyAngularAcceleration-std()-Z" -0.98803582125
2 6 "LAYING" "TimeDomain.BodyAngularAccelerationMagnitude-mean()" -0.991767074166667
2 6 "LAYING" "TimeDomain.BodyAngularAccelerationMagnitude-std()" -0.989718095208333
2 6 "LAYING" "TimeDomain.BodyAngularSpeed-mean()-X" -0.01847660675
2 6 "LAYING" "TimeDomain.BodyAngularSpeed-mean()-Y" -0.111800824583333
2 6 "LAYING" "TimeDomain.BodyAngularSpeed-mean()-Z" 0.144882846104167
2 6 "LAYING" "TimeDomain.BodyAngularSpeed-std()-X" -0.988275232916667
2 6 "LAYING" "TimeDomain.BodyAngularSpeed-std()-Y" -0.982291608958333
2 6 "LAYING" "TimeDomain.BodyAngularSpeed-std()-Z" -0.960306560416667
2 6 "LAYING" "TimeDomain.BodyAngularSpeedMagnitude-mean()" -0.950011569583333
2 6 "LAYING" "TimeDomain.BodyAngularSpeedMagnitude-std()" -0.961164053958333
2 6 "LAYING" "TimeDomain.GravityAcceleration-mean()-X" -0.509754238125
2 6 "LAYING" "TimeDomain.GravityAcceleration-mean()-Y" 0.752536639375
2 6 "LAYING" "TimeDomain.GravityAcceleration-mean()-Z" 0.646834879583333
2 6 "LAYING" "TimeDomain.GravityAcceleration-std()-X" -0.959014441458333
2 6 "LAYING" "TimeDomain.GravityAcceleration-std()-Y" -0.988211865208333
2 6 "LAYING" "TimeDomain.GravityAcceleration-std()-Z" -0.984230418125
2 6 "LAYING" "TimeDomain.GravityAccelerationMagnitude-mean()" -0.977435485208333
2 6 "LAYING" "TimeDomain.GravityAccelerationMagnitude-std()" -0.972873912916667
3 1 "WALKING" "FrequencyDomain.BodyAcceleration-mean()-X" -0.316614011689655
3 1 "WALKING" "FrequencyDomain.BodyAcceleration-mean()-Y" -0.0813024353275862
3 1 "WALKING" "FrequencyDomain.BodyAcceleration-mean()-Z" -0.412374074482759
3 1 "WALKING" "FrequencyDomain.BodyAcceleration-std()-X" -0.379276781206897
3 1 "WALKING" "FrequencyDomain.BodyAcceleration-std()-Y" -0.124030832001724
3 1 "WALKING" "FrequencyDomain.BodyAcceleration-std()-Z" -0.422998473965517
3 1 "WALKING" "FrequencyDomain.BodyAccelerationJerk-mean()-X" -0.304694442551724
3 1 "WALKING" "FrequencyDomain.BodyAccelerationJerk-mean()-Y" -0.140508590224138
3 1 "WALKING" "FrequencyDomain.BodyAccelerationJerk-mean()-Z" -0.514137255344828
3 1 "WALKING" "FrequencyDomain.BodyAccelerationJerk-std()-X" -0.296596633103448
3 1 "WALKING" "FrequencyDomain.BodyAccelerationJerk-std()-Y" -0.00561498755362069
3 1 "WALKING" "FrequencyDomain.BodyAccelerationJerk-std()-Z" -0.543529108103448
3 1 "WALKING" "FrequencyDomain.BodyAccelerationMagnitude-mean()" -0.290031535172414
3 1 "WALKING" "FrequencyDomain.BodyAccelerationMagnitude-std()" -0.456373080862069
3 1 "WALKING" "FrequencyDomain.BodyAngularSpeed-mean()-X" -0.437845763793103
3 1 "WALKING" "FrequencyDomain.BodyAngularSpeed-mean()-Y" -0.561526265344828
3 1 "WALKING" "FrequencyDomain.BodyAngularSpeed-mean()-Z" -0.418126217413793
3 1 "WALKING" "FrequencyDomain.BodyAngularSpeed-std()-X" -0.615121369827586
3 1 "WALKING" "FrequencyDomain.BodyAngularSpeed-std()-Y" -0.568888673448276
3 1 "WALKING" "FrequencyDomain.BodyAngularSpeed-std()-Z" -0.545896388103448
3 1 "WALKING" "FrequencyDomain.BodyBodyAccelerationJerkMagnitude-mean()" -0.186764516965517
3 1 "WALKING" "FrequencyDomain.BodyBodyAccelerationJerkMagnitude-std()" -0.0898519904044828
3 1 "WALKING" "FrequencyDomain.BodyBodyAngularAccelerationMagnitude-mean()" -0.607751646034483
3 1 "WALKING" "FrequencyDomain.BodyBodyAngularAccelerationMagnitude-std()" -0.549087007931034
3 1 "WALKING" "FrequencyDomain.BodyBodyAngularSpeedMagnitude-mean()" -0.569755772241379
3 1 "WALKING" "FrequencyDomain.BodyBodyAngularSpeedMagnitude-std()" -0.632643292931034
3 1 "WALKING" "TimeDomain.BodyAcceleration-mean()-X" 0.275567462068966
3 1 "WALKING" "TimeDomain.BodyAcceleration-mean()-Y" -0.0171767844203448
3 1 "WALKING" "TimeDomain.BodyAcceleration-mean()-Z" -0.112674859827586
3 1 "WALKING" "TimeDomain.BodyAcceleration-std()-X" -0.360356726034483
3 1 "WALKING" "TimeDomain.BodyAcceleration-std()-Y" -0.0699140652103448
3 1 "WALKING" "TimeDomain.BodyAcceleration-std()-Z" -0.387411994310345
3 1 "WALKING" "TimeDomain.BodyAccelerationJerk-mean()-X" 0.0814745882660345
3 1 "WALKING" "TimeDomain.BodyAccelerationJerk-mean()-Y" 0.0100591485
3 1 "WALKING" "TimeDomain.BodyAccelerationJerk-mean()-Z" -0.00562264594827586
3 1 "WALKING" "TimeDomain.BodyAccelerationJerk-std()-X" -0.26867964387931
3 1 "WALKING" "TimeDomain.BodyAccelerationJerk-std()-Y" -0.0449619594258621
3 1 "WALKING" "TimeDomain.BodyAccelerationJerk-std()-Z" -0.52948611637931
3 1 "WALKING" "TimeDomain.BodyAccelerationJerkMagnitude-mean()" -0.280009317413793
3 1 "WALKING" "TimeDomain.BodyAccelerationJerkMagnitude-std()" -0.139916355325862
3 1 "WALKING" "TimeDomain.BodyAccelerationMagnitude-mean()" -0.254690333275862
3 1 "WALKING" "TimeDomain.BodyAccelerationMagnitude-std()" -0.328428936551724
3 1 "WALKING" "TimeDomain.BodyAngularAcceleration-mean()-X" -0.0952398165017241
3 1 "WALKING" "TimeDomain.BodyAngularAcceleration-mean()-Y" -0.0387874651724138
3 1 "WALKING" "TimeDomain.BodyAngularAcceleration-mean()-Z" -0.0503616100815517
3 1 "WALKING" "TimeDomain.BodyAngularAcceleration-std()-X" -0.385922986034483
3 1 "WALKING" "TimeDomain.BodyAngularAcceleration-std()-Y" -0.639087984137931
3 1 "WALKING" "TimeDomain.BodyAngularAcceleration-std()-Z" -0.536664080344828
3 1 "WALKING" "TimeDomain.BodyAngularAccelerationMagnitude-mean()" -0.566135217931034
3 1 "WALKING" "TimeDomain.BodyAngularAccelerationMagnitude-std()" -0.567371560862069
3 1 "WALKING" "TimeDomain.BodyAngularSpeed-mean()-X" -0.0256405192517241
3 1 "WALKING" "TimeDomain.BodyAngularSpeed-mean()-Y" -0.0779150937413793
3 1 "WALKING" "TimeDomain.BodyAngularSpeed-mean()-Z" 0.0813485942827586
3 1 "WALKING" "TimeDomain.BodyAngularSpeed-std()-X" -0.571869560172414
3 1 "WALKING" "TimeDomain.BodyAngularSpeed-std()-Y" -0.563793260172414
3 1 "WALKING" "TimeDomain.BodyAngularSpeed-std()-Z" -0.476696411551724
3 1 "WALKING" "TimeDomain.BodyAngularSpeedMagnitude-mean()" -0.466411754137931
3 1 "WALKING" "TimeDomain.BodyAngularSpeedMagnitude-std()" -0.561510683275862
3 1 "WALKING" "TimeDomain.GravityAcceleration-mean()-X" 0.936506743275862
3 1 "WALKING" "TimeDomain.GravityAcceleration-mean()-Y" -0.261986357931034
3 1 "WALKING" "TimeDomain.GravityAcceleration-mean()-Z" -0.138107866258621
3 1 "WALKING" "TimeDomain.GravityAcceleration-std()-X" -0.97777159137931
3 1 "WALKING" "TimeDomain.GravityAcceleration-std()-Y" -0.962355639482759
3 1 "WALKING" "TimeDomain.GravityAcceleration-std()-Z" -0.952091795
3 1 "WALKING" "TimeDomain.GravityAccelerationMagnitude-mean()" -0.254690333275862
3 1 "WALKING" "TimeDomain.GravityAccelerationMagnitude-std()" -0.328428936551724
3 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyAcceleration-mean()-X" -0.392004211474576
3 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyAcceleration-mean()-Y" -0.0788094156644068
3 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyAcceleration-mean()-Z" -0.504494528474576
3 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyAcceleration-std()-X" -0.285333024050847
3 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyAcceleration-std()-Y" -0.00803987529661017
3 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyAcceleration-std()-Z" -0.350797226271186
3 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyAccelerationJerk-mean()-X" -0.478434306271186
3 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyAccelerationJerk-mean()-Y" -0.283772547471017
3 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyAccelerationJerk-mean()-Z" -0.677314534067797
3 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyAccelerationJerk-std()-X" -0.486446509661017
3 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyAccelerationJerk-std()-Y" -0.268191523644068
3 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyAccelerationJerk-std()-Z" -0.738705863898305
3 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyAccelerationMagnitude-mean()" -0.315866079491525
3 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyAccelerationMagnitude-std()" -0.447994369152542
3 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyAngularSpeed-mean()-X" -0.378216681762712
3 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyAngularSpeed-mean()-Y" -0.637293508305085
3 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyAngularSpeed-mean()-Z" -0.431503361525424
3 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyAngularSpeed-std()-X" -0.484820991355932
3 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyAngularSpeed-std()-Y" -0.556045947118644
3 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyAngularSpeed-std()-Z" -0.561097649661017
3 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyBodyAccelerationJerkMagnitude-mean()" -0.412920898474576
3 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyBodyAccelerationJerkMagnitude-std()" -0.48060920220339
3 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyBodyAngularAccelerationMagnitude-mean()" -0.716877778644068
3 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyBodyAngularAccelerationMagnitude-std()" -0.740033436271186
3 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyBodyAngularSpeedMagnitude-mean()" -0.514211583728814
3 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyBodyAngularSpeedMagnitude-std()" -0.445181802430508
3 2 "WALKING UPSTAIRS" "TimeDomain.BodyAcceleration-mean()-X" 0.260819873067797
3 2 "WALKING UPSTAIRS" "TimeDomain.BodyAcceleration-mean()-Y" -0.0324109410555932
3 2 "WALKING UPSTAIRS" "TimeDomain.BodyAcceleration-mean()-Z" -0.110064863437288
3 2 "WALKING UPSTAIRS" "TimeDomain.BodyAcceleration-std()-X" -0.313123437627119
3 2 "WALKING UPSTAIRS" "TimeDomain.BodyAcceleration-std()-Y" 0.0116280813372881
3 2 "WALKING UPSTAIRS" "TimeDomain.BodyAcceleration-std()-Z" -0.369754604067797
3 2 "WALKING UPSTAIRS" "TimeDomain.BodyAccelerationJerk-mean()-X" 0.0426880986186441
3 2 "WALKING UPSTAIRS" "TimeDomain.BodyAccelerationJerk-mean()-Y" 0.0397249270484746
3 2 "WALKING UPSTAIRS" "TimeDomain.BodyAccelerationJerk-mean()-Z" 0.0208205538101695
3 2 "WALKING UPSTAIRS" "TimeDomain.BodyAccelerationJerk-std()-X" -0.458364616949153
3 2 "WALKING UPSTAIRS" "TimeDomain.BodyAccelerationJerk-std()-Y" -0.251680364540678
3 2 "WALKING UPSTAIRS" "TimeDomain.BodyAccelerationJerk-std()-Z" -0.708551711864407
3 2 "WALKING UPSTAIRS" "TimeDomain.BodyAccelerationJerkMagnitude-mean()" -0.436901159491525
3 2 "WALKING UPSTAIRS" "TimeDomain.BodyAccelerationJerkMagnitude-std()" -0.439020591694915
3 2 "WALKING UPSTAIRS" "TimeDomain.BodyAccelerationMagnitude-mean()" -0.184014895
3 2 "WALKING UPSTAIRS" "TimeDomain.BodyAccelerationMagnitude-std()" -0.333597432542373
3 2 "WALKING UPSTAIRS" "TimeDomain.BodyAngularAcceleration-mean()-X" -0.115510569491525
3 2 "WALKING UPSTAIRS" "TimeDomain.BodyAngularAcceleration-mean()-Y" -0.0400372510491525
3 2 "WALKING UPSTAIRS" "TimeDomain.BodyAngularAcceleration-mean()-Z" -0.0498180874305085
3 2 "WALKING UPSTAIRS" "TimeDomain.BodyAngularAcceleration-std()-X" -0.507270757966102
3 2 "WALKING UPSTAIRS" "TimeDomain.BodyAngularAcceleration-std()-Y" -0.775774143389831
3 2 "WALKING UPSTAIRS" "TimeDomain.BodyAngularAcceleration-std()-Z" -0.573433947627119
3 2 "WALKING UPSTAIRS" "TimeDomain.BodyAngularAccelerationMagnitude-mean()" -0.658861401355932
